fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
7.4,0.26,3.7,0.032,193,3.1,0.67,white
6.2,0.2,15,0.055,120,3.19,0.53,white
6.1,0.3,1.4,0.049,187,3.19,0.45,white
6.2,0.32,6.5,0.048,186,3.19,0.45,white
6.1,0.3,1.4,0.049,187,3.19,0.45,white
6.3,0.34,6.3,0.047,186,3.18,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
7.2,0.26,1.5,0.061,120,3.18,0.46,white
7,0.31,1.6,0.063,119,3.22,0.5,white
6.6,0.22,1.4,0.05,83,3.17,0.48,white
5.8,0.23,3.5,0.044,158,3.19,0.37,white
6.3,0.17,1,0.04,118,3.31,0.4,white
6,0.19,1.4,0.039,104,3.32,0.41,white
6.7,0.21,1.5,0.035,123,3.24,0.36,white
7.4,0.16,13.7,0.056,168,2.9,0.44,white
6.6,0.22,1.6,0.04,101,3.15,0.66,white
6.8,0.34,5.2,0.06,169,3.27,0.57,white
7.1,0.34,1.4,0.174,99,2.92,0.5,white
6.3,0.24,11.9,0.05,179,3.06,0.58,white
6.9,0.35,2.4,0.048,157,3.2,0.54,white
6.8,0.24,3.2,0.049,161,3.1,0.69,white
6.4,0.25,1.7,0.037,113,3.23,0.66,white
5.8,0.19,4.2,0.038,133,3.16,0.42,white
6.9,0.24,15.4,0.052,198,3.2,0.69,white
6.5,0.31,13,0.053,123,3.09,0.5,white
6.6,0.25,5.6,0.039,68,2.96,0.52,white
7.5,0.38,9.7,0.055,170,3.13,0.65,white
6.2,0.3,2.5,0.041,82,3.31,0.61,white
6.4,0.33,4,0.04,81,3.26,0.64,white
6.9,0.24,15.4,0.052,198,3.2,0.69,white
7.6,0.27,1.2,0.043,72,3.06,0.68,white
5.9,0.24,2,0.037,108,3.19,0.5,white
5.3,0.33,1.2,0.048,119,3.32,0.62,white
6.4,0.21,5.1,0.097,105,3.07,0.46,white
7,0.22,1.4,0.04,63,3.2,0.33,white
7.8,0.27,1.2,0.05,140,3.09,0.45,white
6.7,0.2,6.5,0.044,100,3.12,0.33,white
8.1,0.27,1.3,0.045,100,2.98,0.44,white
6.7,0.2,6.5,0.044,100,3.12,0.33,white
7.1,0.45,2.7,0.04,87,2.94,0.38,white
5.8,0.22,1.3,0.036,68,3.24,0.35,white
6.3,0.3,7.4,0.053,149,3.18,0.53,white
7.9,0.36,12.9,0.049,139,2.94,0.45,white
8.1,0.27,1.3,0.045,100,2.98,0.44,white
8,0.24,1.2,0.044,101,3.03,0.43,white
6.7,0.41,2.6,0.033,85,3.05,0.34,white
6.7,0.24,2.3,0.044,113,3.29,0.46,white
6.2,0.3,1.3,0.054,183,3.3,0.43,white
6.9,0.26,10.5,0.044,139,3.06,0.5,white
6.7,0.41,2.6,0.033,85,3.05,0.34,white
5.9,0.32,14.4,0.05,144,3.24,0.41,white
6.1,0.25,1.2,0.036,107,3.34,0.56,white
5.6,0.23,3.1,0.023,89,3.25,0.51,white
6.6,0.23,1.7,0.024,102,3.29,0.6,white
6,0.17,6,0.05,134,3.08,0.54,white
7.1,0.38,11.8,0.041,193,3.04,0.49,white
6.6,0.31,6.2,0.052,164,3.24,0.39,white
6.5,0.38,1.4,0.142,69,3.14,0.52,white
7,0.44,12.1,0.056,210,3.05,0.5,white
7,0.44,12.1,0.056,210,3.05,0.5,white
7,0.44,12.1,0.056,210,3.05,0.5,white
6.1,0.38,3.9,0.06,113,3.07,0.34,white
8,0.33,4.6,0.041,180,2.92,0.74,white
7,0.44,12.1,0.056,210,3.05,0.5,white
6,0.19,1.2,0.046,92,3.22,0.53,white
6.3,0.28,8.1,0.038,129,3.26,0.29,white
6.1,0.38,3.9,0.06,113,3.07,0.34,white
5.3,0.43,1.1,0.029,51,3.51,0.48,white
5.4,0.22,6.5,0.029,87,3.29,0.44,white
6.2,0.345,10.1,0.056,187,3.31,0.56,white
5.6,0.255,10.7,0.056,171,3.25,0.61,white
5.2,0.2,3.2,0.047,93,3.44,0.53,white
6.2,0.29,12.4,0.048,201,3.11,0.56,white
6.3,0.26,5.2,0.046,133,2.97,0.68,white
6,0.22,5,0.045,122,2.94,0.63,white
7.5,0.35,2.5,0.066,89,3.14,0.42,white
6.6,0.39,9.2,0.036,92,3.07,0.35,white
6.3,0.23,6.9,0.052,118,3.23,0.46,white
6.3,0.22,2,0.05,120,3.24,0.47,white
6.4,0.29,15,0.04,116,3.14,0.5,white
6.4,0.29,15,0.04,116,3.14,0.5,white
7.5,0.23,1.2,0.03,80,3.05,0.68,white
6.4,0.29,15,0.04,116,3.14,0.5,white
5.7,0.28,1.8,0.041,90,3.27,0.98,white
6.5,0.26,10.8,0.042,130,3.08,0.4,white
6.4,0.27,3.9,0.034,140,3.1,0.59,white
5.9,0.22,4.2,0.037,144,3.13,0.74,white
6.8,0.26,2,0.019,72,3.16,0.47,white
7.6,0.36,13.5,0.038,116,3.04,0.48,white
7.6,0.35,13.3,0.037,116,3.04,0.5,white
5.7,0.18,2.2,0.023,95,3.07,0.54,white
6.6,0.36,1.4,0.145,124,3.09,0.56,white
5.9,0.14,1.6,0.04,114,3.25,0.45,white
5.5,0.23,2.2,0.044,161,3.19,0.43,white
6.7,0.11,14.8,0.053,95,3.2,0.35,white
7,0.24,1.8,0.047,91,3.3,0.43,white
6.7,0.11,14.8,0.053,95,3.2,0.35,white
5.3,0.47,1.3,0.036,74,3.48,0.54,white
7.5,0.29,9.9,0.058,115,3.15,0.46,white
6,0.33,5.1,0.051,119,3.15,0.41,white
6,0.33,5.1,0.051,119,3.15,0.41,white
5.8,0.32,1.5,0.033,121,2.96,0.35,white
5.8,0.3,1.5,0.034,121,2.96,0.34,white
3.8,0.31,11.1,0.036,114,3.75,0.44,white
6.2,0.36,5.25,0.038,145,3.22,0.4,white
6,0.31,2.3,0.042,120,3.32,0.41,white
6.9,0.52,7.9,0.036,169,3.26,0.47,white
7,0.55,8,0.036,164,3.26,0.46,white
5.8,0.2,1.4,0.042,99,3.23,0.37,white
6.2,0.36,5.25,0.038,145,3.22,0.4,white
6,0.31,2.3,0.042,120,3.32,0.41,white
6,0.29,2.3,0.044,117,3.31,0.41,white
5.7,0.22,3.5,0.04,146,3.17,0.36,white
7.1,0.46,13.7,0.045,192,3.11,0.53,white
6.6,0.21,9.9,0.041,174,3.07,0.5,white
6.9,0.42,15.4,0.043,201,3.08,0.54,white
5.7,0.22,16,0.044,113,3.22,0.46,white
5.7,0.22,16,0.044,113,3.22,0.46,white
5.7,0.22,16,0.044,113,3.22,0.46,white
5.7,0.22,16,0.044,113,3.22,0.46,white
5.2,0.31,2.4,0.027,117,3.56,0.45,white
7.2,0.22,5.5,0.054,183,3.08,0.5,white
5.6,0.18,2.3,0.04,47,3.07,0.45,white
6.2,0.24,16.8,0.04,129,3.23,0.38,white
5.7,0.22,16,0.044,113,3.22,0.46,white
5.7,0.26,17.8,0.059,124,3.3,0.5,white
5.7,0.26,17.8,0.059,124,3.3,0.5,white
6,0.2,6.8,0.049,93,3.15,0.42,white
6,0.2,6.8,0.049,93,3.15,0.42,white
6,0.2,6.8,0.049,93,3.15,0.42,white
6,0.2,6.8,0.049,93,3.15,0.42,white
7.6,0.28,1.6,0.046,117,3.08,0.43,white
7,0.2,4.7,0.03,76,2.88,0.54,white
6.6,0.26,11.8,0.048,112,2.87,0.49,white
5.7,0.26,17.8,0.059,124,3.3,0.5,white
7.2,0.21,15.7,0.045,183,3.25,0.76,white
6.9,0.22,5.8,0.041,119,3.17,0.55,white
7.2,0.21,15.7,0.045,183,3.25,0.76,white
7.4,0.22,9,0.046,121,3.1,0.55,white
7.2,0.21,15.7,0.045,183,3.25,0.76,white
6.9,0.22,5.8,0.041,119,3.17,0.55,white
7,0.2,8.8,0.037,103,3.13,0.49,white
5.6,0.26,10.2,0.038,111,3.44,0.46,white
6.3,0.28,6.6,0.208,154,3.1,0.4,white
6.4,0.29,6.5,0.209,156,3.1,0.4,white
7.2,0.34,8.9,0.105,155,3.01,0.58,white
7.1,0.39,11.1,0.034,204,3.05,0.52,white
6.9,0.26,4.2,0.043,114,3.16,0.31,white
6.1,0.24,1.6,0.044,115,3.39,0.59,white
5.9,0.25,7.4,0.044,113,3.38,0.58,white
6.1,0.24,11.5,0.05,133,3.22,0.37,white
6.5,0.22,1.6,0.039,116,3.38,0.57,white
6.2,0.26,2,0.036,87,3.33,0.61,white
6.6,0.34,4.8,0.038,121,3.36,0.71,white
5.6,0.225,9.8,0.054,140,3.17,0.39,white
7.1,0.23,1.9,0.046,103,3.12,0.31,white
6.9,0.26,4.2,0.043,114,3.16,0.31,white
6.4,0.27,1.6,0.04,86,3.32,0.65,white
6.3,0.41,7.3,0.035,117,3.2,0.39,white
6.7,0.41,5.4,0.035,115,3.12,0.44,white
7.2,0.585,10.4,0.086,94,3.13,0.4,white
6.7,0.34,1.9,0.038,138,3,0.47,white
6.3,0.41,7.3,0.035,117,3.2,0.39,white
6.7,0.41,5.4,0.035,115,3.12,0.44,white
6.4,0.26,7.7,0.056,191,3.16,0.5,white
6.3,0.28,11.5,0.036,150,3,0.33,white
7.4,0.16,1.2,0.042,121,3.04,0.68,white
8.4,0.27,2.2,0.037,129,2.89,0.3,white
5.9,0.2,1,0.043,100,3.4,0.41,white
6.4,0.24,8.2,0.054,182,3.12,0.5,white
7.4,0.38,8.3,0.052,168,3.11,0.52,white
6.4,0.24,8.2,0.054,182,3.12,0.5,white
6.4,0.42,9.3,0.043,145,3.23,0.53,white
6.4,0.23,8.1,0.054,181,3.12,0.49,white
6.4,0.24,8.2,0.054,182,3.12,0.5,white
7.4,0.38,8.3,0.052,168,3.11,0.52,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
6.8,0.24,2,0.044,96,3.23,0.64,white
7.3,0.19,13.9,0.057,155,2.94,0.41,white
7.4,0.27,15.7,0.054,139,3.04,0.62,white
5.7,0.28,1.2,0.052,141,3.44,0.69,white
5.8,0.22,1.5,0.024,109,3.37,0.58,white
6.7,0.27,1.2,0.176,106,2.96,0.43,white
7.1,0.2,3.2,0.034,107,3.11,0.54,white
6.7,0.27,1.2,0.176,106,2.96,0.43,white
7.1,0.23,2.6,0.034,148,3.03,0.56,white
7.6,0.31,13.2,0.042,148,2.98,0.47,white
7.2,0.34,10.4,0.108,187,2.96,0.57,white
7,0.36,5.7,0.015,73,2.82,0.59,white
6.4,0.31,2.5,0.039,137,3.22,0.38,white
7.3,0.28,1.6,0.054,148,3.18,0.47,white
7.4,0.16,1.4,0.064,166,3.11,0.42,white
6.4,0.31,7.4,0.049,169,3.27,0.45,white
6.4,0.31,2.5,0.039,137,3.22,0.38,white
6.2,0.29,5.6,0.046,178,3.25,0.51,white
5.9,0.28,3.6,0.04,194,3.31,0.52,white
6.5,0.23,7.5,0.05,179,3.18,0.48,white
7.2,0.34,5.8,0.062,203,3.17,0.44,white
7.3,0.28,1.6,0.054,148,3.18,0.47,white
6.5,0.2,1.5,0.039,110,3.22,0.65,white
6.2,0.24,2.9,0.039,123,3.12,0.37,white
7.1,0.31,11.2,0.048,136,3.14,0.4,white
6.4,0.29,9.65,0.041,119,2.99,0.34,white
6.3,0.19,10.1,0.063,133,2.86,0.41,white
5.9,0.29,3.2,0.035,117,3.26,0.42,white
7.1,0.31,11.2,0.048,136,3.14,0.4,white
6.5,0.3,11.45,0.041,109,2.98,0.3,white
6.4,0.29,9.65,0.041,119,2.99,0.34,white
6.5,0.22,4.5,0.096,115,3.02,0.44,white
7,0.23,2.7,0.053,92,3.18,0.56,white
7.1,0.23,3.5,0.038,112,3.05,0.37,white
6.1,0.26,1.7,0.043,98,3.14,0.44,white
6.4,0.35,2.1,0.051,171,3.16,0.5,white
6,0.32,4.8,0.041,186,3.22,0.54,white
6.1,0.34,5,0.042,133,3.02,0.53,white
6.5,0.13,2.6,0.035,76,3.21,0.76,white
6.5,0.315,6.6,0.041,126,2.94,0.51,white
6.1,0.34,5,0.042,133,3.02,0.53,white
5.7,0.31,7.3,0.05,143,3.31,0.5,white
6.4,0.3,5,0.058,151,3.22,0.49,white
7,0.24,1.7,0.041,110,3.2,0.53,white
6.5,0.13,2.6,0.035,76,3.21,0.76,white
6.4,0.26,8.2,0.05,182,3.23,0.48,white
6.4,0.26,8.2,0.05,182,3.23,0.48,white
6,0.27,5,0.043,170,3.28,0.52,white
7.1,0.21,1.2,0.039,97,3.11,0.75,white
6.7,0.26,7.1,0.036,100,3.08,0.36,white
6.3,0.28,9.5,0.04,111,3.05,0.31,white
6.2,0.25,15.8,0.057,167,3.14,0.51,white
7.3,0.22,15.5,0.048,203,3.25,0.77,white
6.2,0.25,15.8,0.057,167,3.14,0.51,white
6.4,0.18,17.05,0.047,139,3.25,0.35,white
6.3,0.2,12.7,0.046,143,3.26,0.35,white
6.6,0.24,12.3,0.051,146,3.1,0.67,white
7.4,0.27,11.8,0.053,173,3.11,0.6,white
7.4,0.27,11.8,0.053,173,3.11,0.6,white
7.4,0.27,11.8,0.053,173,3.11,0.6,white
6.6,0.24,12.3,0.051,146,3.1,0.67,white
7.4,0.27,11.8,0.053,173,3.11,0.6,white
7.1,0.38,13.6,0.041,137,3.02,0.96,white
6.8,0.43,5.2,0.043,176,3.17,0.41,white
5.2,0.22,6.2,0.066,187,3.19,0.42,white
5.9,0.29,7.9,0.044,197,3.21,0.36,white
5.9,0.29,7.9,0.044,197,3.21,0.36,white
6.3,0.29,3.3,0.037,140,3.17,0.36,white
6.3,0.19,2.8,0.046,80,2.92,0.47,white
5.7,0.29,7.9,0.044,197,3.21,0.36,white
6.3,0.29,3.3,0.037,140,3.17,0.36,white
5.7,0.24,6.3,0.069,182,3.11,0.46,white
5.8,0.3,4.9,0.039,86,3.23,0.58,white
7.1,0.27,10.4,0.041,114,3.04,0.52,white
5.8,0.3,4.9,0.039,86,3.23,0.58,white
7.1,0.27,10.4,0.041,114,3.04,0.52,white
6.3,0.305,16,0.061,141,3.08,0.5,white
5.7,0.24,6.3,0.069,182,3.11,0.46,white
6.2,0.22,2.2,0.04,125,3.19,0.48,white
6.6,0.22,17.3,0.047,118,3.08,0.46,white
6.6,0.22,17.3,0.047,118,3.08,0.46,white
6.6,0.22,17.3,0.047,118,3.08,0.46,white
6.6,0.22,17.3,0.047,118,3.08,0.46,white
6.2,0.22,2.2,0.04,125,3.19,0.48,white
6.2,0.22,2.2,0.04,125,3.19,0.48,white
6.6,0.22,17.3,0.047,118,3.08,0.46,white
6.1,0.22,6.6,0.045,122,3.22,0.49,white
6.2,0.21,6.5,0.047,123,3.22,0.49,white
6.3,0.32,12.3,0.044,205,3.11,0.58,white
6.9,0.44,5,0.038,166,3.2,0.42,white
6.1,0.31,2.8,0.042,162,3.27,0.47,white
8.1,0.36,13.6,0.051,134,2.96,0.39,white
6.6,0.38,2.8,0.043,67,3.21,0.47,white
6.7,0.24,5.4,0.03,94,3.15,0.38,white
6.9,0.56,10.9,0.06,193,3.21,0.44,white
7.2,0.24,1.7,0.045,161,3.25,0.53,white
6.5,0.29,9.15,0.051,166,3.24,0.56,white
6.7,0.28,4.5,0.051,92,3.36,0.58,white
6.5,0.29,9.15,0.051,166,3.24,0.56,white
6.1,0.21,1.4,0.046,131,3.22,0.39,white
7.2,0.47,5.9,0.048,125,3.09,0.49,white
6.7,0.34,16.4,0.051,146,3.06,0.54,white
6.6,0.27,1.2,0.033,111,3.16,0.37,white
6.7,0.34,16.4,0.051,146,3.06,0.54,white
7.2,0.47,5.9,0.048,125,3.09,0.49,white
5,0.35,7.8,0.031,116,3.39,0.4,white
5,0.35,7.8,0.031,116,3.39,0.4,white
4.4,0.46,2.8,0.024,111,3.48,0.34,white
6.6,0.38,2.9,0.035,101,3.04,0.37,white
7.3,0.3,2.5,0.045,122,3.18,0.54,white
6.4,0.28,12.8,0.039,150,3.23,0.43,white
6.9,0.29,12.2,0.04,136,3.05,0.65,white
6.3,0.3,7.7,0.049,184,3.22,0.48,white
6.3,0.39,2.8,0.048,173,3.24,0.45,white
6.6,0.38,2.9,0.035,101,3.04,0.37,white
6.6,0.18,17.3,0.051,149,3,0.43,white
6,0.28,19.3,0.051,174,3.14,0.5,white
6,0.28,19.3,0.051,174,3.14,0.5,white
6,0.28,19.3,0.051,174,3.14,0.5,white
6.6,0.35,2.7,0.045,129,3.24,0.48,white
5.9,0.22,6.4,0.041,120,3.27,0.5,white
6.6,0.18,17.3,0.051,149,3,0.43,white
7.7,0.28,2.4,0.044,157,3.27,0.56,white
7.1,0.42,2.8,0.038,109,3.23,0.47,white
6.7,0.32,1.7,0.031,114,3.12,0.35,white
6.6,0.26,15.4,0.053,141,3.11,0.49,white
6.6,0.26,15.4,0.053,141,3.11,0.49,white
6.2,0.32,4.1,0.051,149,3.36,0.52,white
6.3,0.25,6.6,0.054,158,3.2,0.48,white
6.2,0.21,1.2,0.051,95,3.24,0.57,white
6.4,0.23,2.1,0.042,100,3.03,0.63,white
4.7,0.145,1,0.042,90,3.76,0.49,white
6.2,0.2,1.1,0.039,78,3.36,0.47,white
7,0.28,1.4,0.039,83,3.18,0.65,white
7.1,0.36,1.6,0.271,140,3.11,0.63,white
5.7,0.25,9.8,0.049,125,3.2,0.45,white
5.7,0.22,1.9,0.036,110,3.26,0.58,white
6,0.2,1.3,0.034,104,3.11,0.52,white
6.4,0.32,7.9,0.05,180,3.14,0.5,white
6.4,0.32,7.9,0.05,180,3.14,0.5,white
6,0.555,4.5,0.053,126,3.24,0.46,white
5.9,0.22,22.6,0.12,122,3.1,0.35,white
6.4,0.32,7.9,0.05,180,3.14,0.5,white
6.2,0.3,3.5,0.037,155,3.18,0.37,white
5.8,0.28,1.2,0.058,108,3.23,0.58,white
5.8,0.555,4.5,0.053,126,3.24,0.46,white
6.7,0.31,2,0.033,74,3.29,0.65,white
6.4,0.15,7.8,0.05,68,3.16,0.4,white
6.4,0.13,0.9,0.045,87,3.47,0.52,white
6.7,0.48,2.9,0.03,122,3.13,0.4,white
6.7,0.48,2.9,0.03,122,3.13,0.4,white
5.8,0.3,3.5,0.033,116,3.2,0.44,white
6.1,0.28,4.2,0.038,95,2.97,0.7,white
6,0.19,9.7,0.032,50,3.08,0.66,white
6.8,0.31,10.5,0.043,165,3.36,0.55,white
7.5,0.24,1.1,0.046,84,3.04,0.39,white
6.8,0.23,16.1,0.053,194,3.18,0.64,white
7.5,0.24,1.1,0.046,84,3.04,0.39,white
6.3,0.29,8.1,0.212,150,3.1,0.4,white
6.8,0.2,6.2,0.052,106,3.09,0.54,white
5.2,0.38,7.7,0.053,103,3.27,0.45,white
7.8,0.27,2.4,0.053,175,3.2,0.55,white
6.6,0.54,16.3,0.055,182,3.35,0.54,white
7.1,0.25,2.3,0.05,156,3.14,0.51,white
5.8,0.61,8.4,0.041,104,3.26,0.72,white
6.5,0.32,8.5,0.051,138,3.03,0.42,white
6.4,0.28,6,0.051,162,3.15,0.52,white
6.6,0.19,1.1,0.044,100,3.22,0.69,white
5.1,0.305,1.75,0.036,73,3.4,0.51,white
5.8,0.26,2.6,0.034,129,3.2,0.38,white
6.7,0.23,1.3,0.061,100,3.07,0.55,white
6.8,0.33,2.1,0.047,147,3.24,0.56,white
6.1,0.27,1.1,0.034,110,3.36,0.4,white
6.1,0.27,1.1,0.034,110,3.36,0.4,white
6.8,0.4,2.8,0.044,97,3.12,0.42,white
6.1,0.4,9,0.051,259,3.19,0.5,white
7.1,0.28,2.8,0.039,118,3.06,0.59,white
6.2,0.32,2.2,0.036,70,3.16,0.48,white
6.8,0.17,5.1,0.049,82,3,0.38,white
9,0.2,3.5,0.049,40,3.14,0.36,white
5.8,0.13,12.7,0.058,183,3.32,0.42,white
5.8,0.31,7.5,0.052,230,3.19,0.46,white
6.3,0.36,2,0.048,191,3.17,0.51,white
9,0.2,3.5,0.049,40,3.14,0.36,white
6.7,0.18,14.3,0.048,149,3.12,0.37,white
6.6,0.16,9.8,0.049,137,3.16,0.38,white
5.8,0.13,12.7,0.058,183,3.32,0.42,white
5.8,0.27,12.7,0.058,206,3.32,0.38,white
6.8,0.17,5.1,0.049,82,3,0.38,white
6.4,0.37,3.5,0.068,101,3.03,0.38,white
7.3,0.26,12.7,0.047,164.5,3.06,0.45,white
7.3,0.28,12.9,0.049,162.5,3.06,0.45,white
7.3,0.28,12.9,0.049,162.5,3.06,0.45,white
5.8,0.12,1.3,0.056,121,3.32,0.33,white
6.1,0.25,10.5,0.049,124,3.14,0.35,white
6.4,0.24,1.5,0.04,105,3.13,0.3,white
7.3,0.26,12.7,0.047,156,3.06,0.45,white
7.3,0.28,12.9,0.049,152,3.06,0.45,white
8.3,0.18,1.2,0.049,94,3.18,0.52,white
7.1,0.09,6.2,0.032,134,2.99,0.39,white
8.3,0.14,8.8,0.026,60,3.13,0.35,white
5.8,0.28,3.9,0.026,105,3.26,0.58,white
6,0.23,1.3,0.025,111,3.36,0.37,white
6.9,0.28,9.1,0.037,76,3.05,0.54,white
6.9,0.28,9.1,0.037,76,3.05,0.54,white
5.8,0.28,3.9,0.026,105,3.26,0.58,white
6.3,0.25,1.8,0.021,101,3.19,0.31,white
6.5,0.2,2.1,0.033,95,2.96,0.61,white
5.9,0.29,1.4,0.022,47,3.35,0.35,white
6.4,0.46,14.7,0.047,183,3.39,0.6,white
6.9,0.28,9.1,0.037,76,3.05,0.54,white
6.8,0.23,1.9,0.047,101,3.1,0.46,white
7,0.23,1.8,0.048,113,3.11,0.47,white
6.4,0.55,9.6,0.027,104,3.22,0.73,white
5.7,0.28,3.9,0.026,105,3.26,0.58,white
6,0.23,1.3,0.025,111,3.36,0.37,white
6.8,0.45,11.8,0.094,97,3.09,0.44,white
6.1,0.2,1.9,0.028,138,3.26,0.72,white
6.1,0.37,12,0.042,210,3.17,0.59,white
5.9,0.21,7.9,0.033,130,3.38,0.59,white
6.9,0.22,9.3,0.04,110,3.34,0.54,white
5.4,0.27,4.6,0.022,107,3.33,0.54,white
6,0.26,2.2,0.035,72,3.11,0.48,white
5.6,0.18,10.2,0.028,131,3.49,0.42,white
5.6,0.26,10.6,0.03,119,3.4,0.34,white
7,0.23,1.4,0.036,113,3.16,0.48,white
5.8,0.28,9.1,0.039,159,3.66,0.55,white
8.6,0.36,11.1,0.03,171,3.03,0.49,white
5.8,0.28,9.1,0.039,159,3.66,0.55,white
6.4,0.3,4.4,0.055,135,3.23,0.44,white
6.2,0.2,2.8,0.05,126,3.18,0.55,white
5.8,0.29,1.1,0.029,83,3.3,0.4,white
5.7,0.22,1.3,0.027,101,3.35,0.38,white
5.6,0.22,1.2,0.024,97,3.2,0.46,white
6.8,0.32,3.3,0.026,99,3.1,0.4,white
6.2,0.2,9.7,0.03,102,3.08,0.56,white
6.1,0.35,2.3,0.034,133,3.34,0.59,white
5.9,0.3,1.1,0.036,56,3.19,0.38,white
6.3,0.15,11.4,0.05,96,3.21,0.49,white
4.8,0.13,1.2,0.042,98,3.42,0.64,white
6,0.2,14.7,0.045,125,2.99,0.69,white
5.7,0.2,13.8,0.047,112,2.97,0.66,white
6,0.27,1.3,0.038,138,3.46,0.43,white
6.3,0.37,6.3,0.048,146,3.1,1.01,white
6.4,0.23,7.9,0.05,150,2.86,0.49,white
5.9,0.34,2,0.042,110,3.02,0.54,white
5,0.33,11.8,0.03,158,3.41,0.64,white
5.4,0.29,1.2,0.029,132,3.28,0.36,white
8,0.33,10,0.035,108,3.12,0.36,white
6.4,0.3,5.2,0.05,137,3.26,0.58,white
5.4,0.29,1.2,0.029,132,3.28,0.36,white
6.4,0.33,7.2,0.041,168,3.22,0.49,white
7,0.33,9.9,0.042,251,3.01,0.55,white
6.7,0.45,5.3,0.036,165,3.12,0.46,white
6.5,0.36,13.55,0.053,113,3.2,0.56,white
5.8,0.42,2.2,0.035,129,3.32,0.47,white
7.1,0.39,9.9,0.037,124,3.07,0.42,white
6.7,0.53,4.3,0.069,114,3.22,0.59,white
6.7,0.66,13,0.033,75,3.15,0.5,white
6.5,0.36,13.55,0.053,113,3.2,0.56,white
6.5,0.16,1,0.027,75,3.3,0.39,white
8.3,0.22,1.1,0.043,116,3,0.47,white
6.9,0.23,6.9,0.03,116,2.8,0.54,white
6.4,0.17,13.4,0.044,139,3.06,0.43,white
5,0.33,4.6,0.032,124,3.18,0.4,white
6.8,0.38,9.9,0.037,146,3.11,0.37,white
6.5,0.29,3,0.036,93,3.16,0.59,white
6.9,0.29,5.8,0.04,112,3.04,0.58,white
6.6,0.28,12.9,0.033,177,3.12,0.39,white
6.2,0.36,3.2,0.032,73,2.9,0.69,white
6,0.615,0.8,0.032,50,3.14,0.4,white
5.9,0.44,2.5,0.03,73,3.22,0.48,white
5.9,0.42,2.4,0.034,77,3.25,0.48,white
5.8,0.34,7.2,0.041,146,3.16,0.49,white
5.8,0.27,7.3,0.04,145,3.15,0.48,white
7.1,0.33,6.3,0.094,166,2.9,0.49,white
6.1,0.44,4.25,0.032,132,3.26,0.47,white
7.3,0.28,1.2,0.039,99,3.01,0.62,white
5.2,0.5,2,0.036,129,3.36,0.77,white
6.1,0.44,4.25,0.032,132,3.26,0.47,white
6.4,0.62,4.7,0.06,196,3.22,0.48,white
6.4,0.38,4.5,0.038,119,3.07,0.42,white
7.5,0.305,1.4,0.047,95,3.22,0.52,white
6.5,0.5,4.1,0.036,131,3.26,0.55,white
6.6,0.4,5.3,0.038,125,3.36,0.73,white
6.4,0.4,4.2,0.032,91,3.26,0.52,white
8.3,0.49,6.65,0.034,158,3.05,0.48,white
6.3,0.3,8.2,0.034,199,3.39,0.49,white
6.1,0.19,2.6,0.041,99,3.18,0.5,white
6.1,0.19,2.6,0.041,99,3.18,0.5,white
5.6,0.24,2,0.041,73,3.04,0.45,white
5.7,0.25,12.2,0.041,127,3.23,0.53,white
6.6,0.21,2.3,0.041,102,3.22,0.58,white
6.3,0.3,8.2,0.034,199,3.39,0.49,white
6.2,0.28,5,0.043,188,3.23,0.64,white
5.8,0.29,10.7,0.038,136,3.11,0.59,white
5.8,0.345,10.8,0.033,120,3.25,0.49,white
6.5,0.51,1.7,0.048,177,3.28,0.57,white
6,0.24,1.3,0.036,118,3.04,0.64,white
6.5,0.51,1.7,0.048,177,3.28,0.57,white
6.9,0.54,12.7,0.049,195,3.26,0.54,white
6,0.24,1.3,0.036,118,3.04,0.64,white
6.6,0.26,1.2,0.035,126,3.01,0.63,white
5.7,0.24,1.3,0.03,98,3.37,0.43,white
6.5,0.21,5.7,0.043,197,3.24,0.5,white
6.8,0.29,3.4,0.035,122,3.09,0.47,white
5,0.24,1.1,0.034,158,3.32,0.32,white
5.9,0.18,1,0.037,88,3.29,0.55,white
5.8,0.26,1,0.042,101,3.36,0.48,white
6.7,0.61,1.65,0.117,240,3.11,0.57,white
5.7,0.695,6.8,0.042,84,3.44,0.44,white
5.6,0.695,6.8,0.042,84,3.44,0.44,white
5.7,0.39,4.9,0.033,113,3.26,0.58,white
6.1,0.38,1.4,0.051,210,3.24,0.5,white
6.3,0.36,2.5,0.035,73,3.1,0.47,white
6,0.29,10.8,0.048,149,3.09,0.59,white
6,0.29,10.8,0.048,149,3.09,0.59,white
